Year,Distance,Fuel,Seller_Type,isManual,Owner,Engine,Power,Seats,Price
2015,110000,1,3,1,2,1493.0,100.0,7.0,430000
2016,80000,1,3,0,1,3198.0,197.0,7.0,2100000
2018,30000,1,3,1,1,1186.0,73.0,5.0,540000
2012,60000,3,3,1,2,1086.0,63.0,5.0,175000
2018,44000,1,3,0,1,1582.0,126.0,5.0,1150000
2020,5000,4,3,1,1,796.0,47.0,5.0,350000
2019,18000,4,3,1,1,1197.0,81.0,5.0,690000
2015,80000,1,3,1,1,1396.0,88.0,5.0,535000
2016,100000,1,3,1,1,1248.0,88.0,5.0,730000
2016,19000,4,3,1,1,814.0,55.0,5.0,280000
2019,33000,4,3,0,1,1197.0,81.0,5.0,650000
2012,162000,1,3,1,4,2494.0,102.0,7.0,520000
2020,65000,4,3,1,2,1197.0,81.0,5.0,360000
2011,170000,1,3,1,1,1248.0,73.0,5.0,250000
2017,40000,1,3,1,1,1498.0,108.0,5.0,575000
2012,120000,1,3,1,3,1396.0,69.0,5.0,170000
2017,53000,1,3,1,1,1248.0,88.0,5.0,711000
2013,90000,4,3,1,1,998.0,67.0,5.0,250000
2017,35000,1,3,1,1,1248.0,74.0,5.0,675000
2016,50000,4,3,1,1,998.0,67.0,5.0,325000
2016,20000,4,3,1,1,796.0,47.0,5.0,250000
2019,38000,1,3,0,1,1248.0,74.0,5.0,740000
2019,1303,4,2,1,1,1198.0,86.0,5.0,690000
2018,31800,1,2,0,1,1968.0,188.0,5.0,3975000
2019,20000,4,2,0,1,2487.0,214.0,5.0,5150000
2017,45000,1,2,0,1,1999.0,177.0,5.0,3200000
2017,17000,4,3,0,1,3604.0,280.0,5.0,4100000
2019,21000,1,2,0,1,1999.0,148.0,7.0,4500000
2018,29500,1,2,0,1,1995.0,187.0,5.0,3790000
2017,73000,4,2,0,1,2354.0,187.0,5.0,1750000
2018,50000,4,2,0,1,1798.0,177.0,5.0,1864999
2017,28050,1,2,1,1,1248.0,88.0,5.0,800000
2017,58000,4,2,0,1,2354.0,187.0,5.0,1825000
2017,58000,1,2,0,1,2179.0,153.0,7.0,1295000
2014,69000,1,2,1,1,1461.0,83.0,5.0,425000
2016,70000,1,2,0,1,2987.0,224.0,7.0,4090000
2015,40000,1,2,0,1,1582.0,126.0,5.0,910000
2013,39000,4,2,0,1,1798.0,138.0,5.0,625000
2018,22000,1,2,0,1,1969.0,190.0,5.0,3400000
2015,40000,1,2,1,1,1248.0,88.0,5.0,535000
2011,142000,1,3,1,1,2523.0,62.0,7.0,325000
2016,22947,4,3,1,1,1197.0,81.0,5.0,500000
2013,30000,4,3,1,2,1197.0,78.0,5.0,300000
2016,7672,4,3,1,1,814.0,55.0,5.0,270000
2010,36659,4,3,1,1,796.0,46.0,5.0,160000
2016,60000,4,3,1,1,796.0,34.0,8.0,210000
2014,120000,1,3,1,1,2179.0,140.0,7.0,850000
2014,120000,1,3,1,1,2179.0,140.0,7.0,880000
2010,39000,4,3,1,1,1061.0,64.0,5.0,150000
2015,45000,1,3,0,1,1493.0,100.0,7.0,775000
2009,70000,4,3,1,3,796.0,46.0,5.0,160000
2012,100000,1,3,1,2,1399.0,68.0,5.0,220000
2017,48000,1,3,1,1,1396.0,88.0,5.0,670000
2018,35000,1,3,1,1,1396.0,88.0,5.0,780000
2017,23000,4,3,1,1,1197.0,83.0,5.0,515000
2017,14000,1,3,1,1,1396.0,88.0,5.0,800000
2017,14000,1,3,1,1,1396.0,88.0,5.0,800000
2014,60000,1,3,1,1,2179.0,140.0,7.0,850000
2013,60000,4,3,1,2,814.0,55.0,5.0,200000
2008,150000,1,3,1,3,1422.0,70.0,5.0,140000
2016,80000,4,3,0,2,1591.0,121.0,5.0,800000
2013,35000,4,3,1,1,998.0,67.0,5.0,250000
2017,44500,1,3,1,1,1248.0,88.0,5.0,800000
2015,60000,1,3,1,3,1248.0,88.0,5.0,600000
2012,120000,1,3,1,3,1461.0,78.0,5.0,250000
2016,80000,1,3,1,2,1498.0,98.0,5.0,500000
2019,9900,4,3,1,1,1298.0,80.0,8.0,750000
2014,68000,1,3,1,1,1248.0,74.0,5.0,650000
2016,60000,1,3,1,1,1498.0,98.0,7.0,950000
2015,110000,1,3,1,2,2499.0,72.0,10.0,580000
2019,10000,4,3,1,1,1197.0,81.0,5.0,640000
2014,80000,1,3,0,1,2179.0,120.0,8.0,800000
2011,30000,4,3,1,1,998.0,66.0,5.0,347000
2014,120000,1,3,1,3,2179.0,140.0,7.0,1000000
2016,35000,4,3,1,1,814.0,55.0,5.0,300000
2017,40000,4,3,1,1,1199.0,84.0,5.0,493000
2014,60000,4,3,1,1,1197.0,82.0,5.0,370000
2008,90000,1,3,1,4,1248.0,73.0,5.0,250000
2017,20000,4,3,1,1,999.0,67.0,5.0,300000
2017,40000,4,3,0,1,999.0,67.0,5.0,450000
2010,124316,1,2,1,2,1399.0,68.0,5.0,185000
2019,6544,1,3,1,1,1497.0,115.0,5.0,1225000
2015,50000,1,3,1,1,2494.0,100.0,8.0,1000000
2016,10000,4,3,1,1,1197.0,81.0,5.0,600000
2018,50000,1,3,1,1,2179.0,152.0,7.0,1100000
2015,30000,4,3,1,2,1197.0,81.0,5.0,360000
2012,69000,4,3,1,1,1298.0,85.0,5.0,285000
2016,49600,1,3,1,2,1198.0,77.0,6.0,350000
2008,30000,4,3,1,2,1086.0,68.0,5.0,130000
2016,198000,1,3,1,1,1248.0,73.0,8.0,500000
2010,80000,4,3,1,1,1197.0,80.0,5.0,350000
2019,19000,4,3,0,1,1197.0,83.0,5.0,685000
2020,5000,0,3,1,1,1196.0,61.0,5.0,399000
2017,10000,4,3,1,1,1197.0,81.0,5.0,525000
2017,40000,4,3,1,1,1373.0,91.0,7.0,765000
2012,97000,1,3,1,3,1248.0,74.0,5.0,450000
2014,30000,4,3,1,1,1198.0,67.0,5.0,390000
2017,120000,1,3,1,1,1248.0,88.0,7.0,940000
2013,120000,1,3,1,2,1461.0,108.0,5.0,650000
2012,103994,1,3,1,4,1399.0,68.0,5.0,320000
2003,70000,4,3,1,2,1794.0,125.0,5.0,145000
2017,70000,1,3,1,1,1498.0,99.0,5.0,670000
2011,115000,1,3,1,4,1248.0,88.0,5.0,350000
2012,178000,1,3,1,2,1248.0,74.0,5.0,285000
2011,40000,4,3,1,3,998.0,67.0,5.0,300000
2011,80000,1,3,1,1,1399.0,68.0,5.0,300000
2009,98000,1,3,0,4,2967.0,241.0,7.0,810000
2009,118000,1,3,1,2,1405.0,62.0,5.0,90000
2004,100000,4,3,1,2,796.0,46.0,5.0,100000
2009,120000,1,3,1,2,1396.0,52.0,5.0,90000
2013,120000,1,3,1,2,2609.0,115.0,5.0,459999
2009,217000,1,3,1,4,2494.0,102.0,8.0,525000
2011,65000,4,3,1,2,998.0,67.0,5.0,250000
2012,41000,4,3,1,2,1197.0,78.0,5.0,300000
2005,120000,4,3,1,2,1298.0,88.0,5.0,130000
2011,70000,4,3,1,3,998.0,67.0,5.0,199000
2012,90000,1,3,1,2,1461.0,83.0,5.0,545000
2014,80000,1,3,1,2,1248.0,88.0,7.0,570000
2006,120000,4,3,1,2,1497.0,100.0,5.0,150000
2009,100000,4,3,1,1,796.0,46.0,5.0,114999
2018,35000,4,3,1,1,1199.0,84.0,5.0,450000
2019,5000,4,3,1,1,999.0,72.0,7.0,600000
2016,110000,1,3,1,1,1248.0,88.0,5.0,610000
2017,20000,4,3,1,1,1197.0,81.0,5.0,690000
2018,15000,4,3,1,1,1198.0,108.0,5.0,790000
2014,40000,4,3,1,2,998.0,67.0,5.0,254999
2016,41000,4,3,1,1,1199.0,88.0,5.0,500000
2011,100000,1,3,1,2,2523.0,63.0,7.0,340000
2007,110000,1,3,1,3,2523.0,63.0,7.0,245000
2012,120000,1,3,1,3,1399.0,67.0,5.0,340000
2008,35008,4,2,1,1,998.0,67.0,5.0,221000
2017,31100,4,2,1,1,799.0,53.0,5.0,270000
2014,42312,1,2,1,1,1120.0,71.0,5.0,455000
2011,72000,4,2,1,1,1496.0,88.0,5.0,300000
2014,54891,1,2,1,1,1364.0,67.0,5.0,480000
2018,30000,1,3,0,1,1582.0,126.0,5.0,1000000
2017,44000,1,2,0,1,1995.0,190.0,5.0,2600000
2017,18890,1,2,0,1,2755.0,171.0,7.0,1850000
2013,75010,1,2,0,1,1995.0,148.0,5.0,1000000
2012,100000,1,2,1,1,1461.0,63.0,5.0,245000
2019,4337,4,2,0,1,1197.0,82.0,5.0,625000
2018,14495,4,2,1,1,999.0,75.0,5.0,560000
2018,24000,1,2,1,1,2179.0,152.0,7.0,1475000
2010,83585,1,2,1,1,1364.0,87.0,5.0,425000
2014,31000,4,2,0,2,1197.0,103.0,5.0,550000
2016,100000,1,2,1,1,2393.0,147.0,7.0,1475000
2017,48406,1,2,1,1,1461.0,83.0,5.0,750000
2016,56239,1,2,1,1,1396.0,88.0,5.0,570000
2015,33243,4,2,1,1,1197.0,83.0,5.0,585000
2016,26000,4,2,0,1,1199.0,88.0,5.0,600000
2016,120000,4,3,1,2,1197.0,81.0,5.0,530000
2016,38000,4,3,1,1,1197.0,81.0,5.0,540000
2013,60000,4,3,1,1,814.0,55.0,5.0,180000
2014,30000,4,3,1,1,1197.0,85.0,5.0,450000
2015,50000,4,3,1,1,1199.0,76.0,5.0,200000
2017,42000,4,3,1,1,1199.0,84.0,5.0,425000
2016,30000,4,3,1,1,1199.0,82.0,5.0,400000
2005,15858,4,3,1,1,1299.0,70.0,5.0,150000
2017,15000,4,3,1,1,796.0,47.0,5.0,310000
2014,50000,1,3,1,1,2499.0,72.0,9.0,500000
2013,60000,1,3,1,2,936.0,57.0,5.0,200000
2018,35000,1,3,1,1,1461.0,83.0,7.0,900000
2000,90000,1,3,1,2,1489.0,35.0,5.0,75000
2015,50000,4,3,1,1,1197.0,83.0,5.0,400000
2015,110000,1,3,1,1,1498.0,98.0,7.0,650000
2015,87847,1,2,1,1,1248.0,74.0,5.0,480000
2009,35000,4,3,1,1,796.0,46.0,5.0,140000
2018,5000,4,3,1,1,1197.0,81.0,5.0,550000
2017,29000,4,3,0,1,998.0,67.0,5.0,380000
2016,20000,1,3,1,1,1405.0,69.0,5.0,440000
2018,15000,4,3,1,1,1197.0,81.0,5.0,630000
2017,40000,4,3,1,1,799.0,53.0,5.0,250000
2009,17000,4,3,1,1,796.0,46.0,5.0,120000
2012,120000,1,3,1,1,1248.0,88.0,5.0,287000
2016,45000,4,3,1,1,1197.0,83.0,5.0,550000
2016,60000,1,3,1,3,1997.0,120.0,7.0,950000
2019,25000,1,3,1,1,1956.0,138.0,5.0,1630000
2015,80000,1,3,1,2,1498.0,89.0,5.0,501000
2014,70000,1,3,1,1,2523.0,62.0,7.0,550000
2016,25000,4,3,1,1,796.0,47.0,5.0,300000
2015,50000,4,3,1,3,998.0,67.0,5.0,300000
2015,40000,4,3,0,1,1499.0,110.0,5.0,416000
2018,30000,4,3,1,1,796.0,34.0,8.0,260000
2016,15000,4,3,1,1,1199.0,82.0,5.0,550000
2012,100000,1,3,1,2,2179.0,140.0,7.0,700000
2011,70000,4,3,1,1,1193.0,64.0,5.0,181000
2009,110000,1,3,0,2,2179.0,120.0,8.0,365000
2017,10000,4,3,0,1,998.0,67.0,5.0,400000
2010,110000,4,3,1,1,1197.0,78.0,5.0,210000
2013,87000,1,3,1,2,1582.0,126.0,5.0,500000
2017,9000,1,2,0,1,1999.0,177.0,5.0,2711000
2019,20000,4,2,0,1,2487.0,214.0,5.0,5150000
2017,45000,1,2,0,1,1999.0,177.0,5.0,3200000
2015,110000,1,3,1,1,2179.0,147.0,7.0,503000
2019,20000,1,3,0,1,1969.0,190.0,5.0,3800000
2016,68089,4,4,0,1,2494.0,157.0,5.0,2000000
2013,58343,4,4,1,1,998.0,67.0,5.0,225000
2018,38817,1,2,1,1,1248.0,74.0,5.0,740000
2016,56494,4,4,1,1,1199.0,88.0,5.0,550000
2013,79328,1,4,1,2,2494.0,100.0,7.0,750000
2019,5621,4,4,0,1,1197.0,81.0,5.0,650000
2017,25538,4,4,1,1,1496.0,88.0,5.0,625000
2018,69779,4,2,0,1,1197.0,81.0,5.0,600000
2017,56290,1,2,1,1,1186.0,73.0,5.0,450000
2019,7500,1,2,0,1,1995.0,190.0,5.0,5400000
2019,8500,1,2,0,1,1995.0,190.0,5.0,5500000
2019,7032,4,4,0,1,1199.0,88.0,5.0,779000
2016,11000,4,2,0,1,1598.0,103.0,5.0,645000
2018,2000,1,2,0,1,1984.0,150.0,5.0,2475000
2017,70000,1,3,1,1,1248.0,74.0,5.0,735000
2017,120000,4,3,1,1,1193.0,88.0,5.0,550000
2013,148000,1,3,1,1,1248.0,88.0,7.0,509999
2013,60000,1,3,1,2,1396.0,88.0,5.0,459999
2015,18000,4,3,1,1,796.0,47.0,5.0,310000
2018,80000,1,3,1,1,1248.0,74.0,5.0,775000
2004,96000,4,3,1,3,796.0,46.0,5.0,105000
2015,97000,1,3,1,2,1498.0,98.0,5.0,430000
2013,210000,1,3,1,3,1396.0,88.0,5.0,360000
2012,60000,1,3,1,3,1598.0,105.0,5.0,400000
2014,90000,1,3,1,1,1248.0,74.0,5.0,600000
2019,35000,4,3,1,1,1199.0,88.0,5.0,580000
2012,120000,1,3,1,2,1461.0,65.0,5.0,140000
2008,100000,1,3,1,1,1405.0,70.0,5.0,210000
2017,20000,4,3,1,1,1197.0,82.0,5.0,550000
2013,110000,4,3,1,2,1199.0,84.0,5.0,120000
2013,35000,1,3,1,1,2494.0,100.0,7.0,400000
2018,15000,1,3,1,1,1498.0,98.0,5.0,1035000
2015,90000,1,3,1,1,1248.0,88.0,5.0,625000
2008,40000,4,3,1,1,1197.0,78.0,5.0,200000
2013,140000,1,3,1,1,1248.0,88.0,5.0,316000
2017,110000,1,3,1,1,1248.0,88.0,5.0,813000
2016,55000,1,3,0,1,2755.0,171.0,7.0,1575000
2013,73000,1,3,1,1,2494.0,100.0,8.0,900000
2015,100000,1,3,1,1,1248.0,88.0,7.0,650000
2015,32000,1,3,1,2,1498.0,99.0,5.0,459999
2012,112072,1,3,1,1,1461.0,84.0,5.0,290000
2014,30000,1,3,1,1,1399.0,68.0,5.0,400000
2016,70000,1,3,1,2,1248.0,74.0,5.0,565000
2009,80000,4,3,1,2,995.0,62.0,5.0,150000
2007,110000,1,3,0,4,1995.0,181.0,5.0,480000
2007,80000,4,3,1,2,1061.0,64.0,5.0,70000
2007,80000,4,3,1,2,1061.0,64.0,5.0,70000
2011,80000,4,3,0,2,2497.0,204.0,5.0,1190000
2018,19000,1,3,1,1,1498.0,98.0,5.0,900000
2015,40000,1,3,1,1,1396.0,88.0,5.0,600000
2015,52269,1,3,1,1,2179.0,120.0,7.0,1100000
2010,170000,3,3,1,2,796.0,32.0,5.0,120000
2009,60000,4,3,1,3,1197.0,80.0,5.0,229999
2017,15780,4,3,1,1,1198.0,86.0,5.0,570000
2014,106000,1,3,1,1,1582.0,126.0,5.0,575000
2012,80000,1,3,1,3,1598.0,103.0,5.0,280000
2015,74000,1,3,1,2,1396.0,88.0,5.0,580000
2018,35000,1,3,1,2,1248.0,88.0,7.0,875000
2013,70000,1,3,1,3,1582.0,126.0,5.0,500000
2015,60000,1,3,1,1,1248.0,88.0,5.0,700000
2016,50000,4,3,1,2,1196.0,86.0,5.0,388000
2011,80000,4,3,1,2,1197.0,78.0,5.0,225000
2011,90000,4,3,1,2,1193.0,64.0,5.0,90000
2014,114000,1,3,1,1,1461.0,108.0,5.0,600000
2009,100000,4,3,1,1,1197.0,80.0,5.0,235000
2011,100000,1,3,1,2,1396.0,90.0,5.0,350000
2011,80000,4,3,1,2,1197.0,78.0,5.0,235000
2010,35000,4,3,1,1,796.0,46.0,5.0,190000
2011,79000,1,3,1,1,1248.0,88.0,5.0,325000
2007,2360457,4,3,1,2,1197.0,81.0,5.0,550000
2011,120000,1,3,1,3,1598.0,103.0,5.0,300000
2017,10000,4,3,1,1,1199.0,84.0,5.0,550000
2013,150000,1,3,1,2,2179.0,140.0,7.0,720000
2011,110000,4,3,1,1,1198.0,75.0,5.0,110000
2018,10000,4,3,1,1,796.0,47.0,5.0,310000
2010,70000,3,3,1,2,998.0,58.0,5.0,150000
2012,46000,1,3,1,1,1405.0,70.0,5.0,260000
2002,120000,4,3,1,4,1495.0,94.0,5.0,55000
2013,108800,1,3,1,3,1248.0,74.0,5.0,450000
2009,70000,4,3,1,2,1197.0,78.0,5.0,199000
2018,35000,1,3,1,1,2523.0,75.0,7.0,1000000
2011,72000,1,3,1,1,1399.0,68.0,5.0,240000
2018,40000,4,3,1,1,799.0,53.0,5.0,350000
2014,120000,1,3,1,3,2523.0,62.0,7.0,530000
2011,35000,4,3,1,1,995.0,62.0,5.0,150000
2019,12500,4,3,1,1,1197.0,81.0,5.0,625000
2014,80000,4,3,1,1,1197.0,82.0,5.0,378000
2015,210000,4,3,1,2,799.0,53.0,5.0,210000
2018,100000,1,3,1,2,1248.0,74.0,5.0,700000
2011,110000,4,3,1,2,1086.0,62.0,5.0,156000
2016,103000,1,3,1,1,1493.0,70.0,7.0,700000
2010,577414,4,3,1,2,1061.0,67.0,5.0,194000
2006,100000,4,3,1,2,796.0,46.0,5.0,120000
2015,45000,4,3,0,1,1198.0,86.0,5.0,415000
2015,45000,4,3,0,1,1198.0,86.0,5.0,450000
2014,40000,4,3,1,3,1198.0,86.0,5.0,325000
2014,200000,1,3,1,1,2523.0,62.0,9.0,525000
2017,100000,4,3,1,1,814.0,55.0,5.0,265000
2008,120000,4,3,1,2,796.0,35.0,8.0,100000
2017,9000,1,2,0,1,1999.0,177.0,5.0,2711000
2019,20000,4,2,0,1,2487.0,214.0,5.0,5150000
2017,45000,1,2,0,1,1999.0,177.0,5.0,3200000
2015,110000,1,3,1,1,2179.0,147.0,7.0,503000
2019,20000,1,3,0,1,1969.0,190.0,5.0,3800000
2016,68089,4,4,0,1,2494.0,157.0,5.0,2000000
2013,58343,4,4,1,1,998.0,67.0,5.0,225000
2018,38817,1,2,1,1,1248.0,74.0,5.0,740000
2016,56494,4,4,1,1,1199.0,88.0,5.0,550000
2013,79328,1,4,1,2,2494.0,100.0,7.0,750000
2019,5621,4,4,0,1,1197.0,81.0,5.0,650000
2017,25538,4,4,1,1,1496.0,88.0,5.0,625000
2018,69779,4,2,0,1,1197.0,81.0,5.0,600000
2017,56290,1,2,1,1,1186.0,73.0,5.0,450000
2019,7500,1,2,0,1,1995.0,190.0,5.0,5400000
2019,8500,1,2,0,1,1995.0,190.0,5.0,5500000
2019,7032,4,4,0,1,1199.0,88.0,5.0,779000
2016,11000,4,2,0,1,1598.0,103.0,5.0,645000
2018,2000,1,2,0,1,1984.0,150.0,5.0,2475000
2015,100000,1,3,1,1,1248.0,88.0,5.0,400000
2013,40000,1,3,1,1,1396.0,88.0,5.0,345000
2018,15000,1,3,1,2,2498.0,105.0,6.0,850000
2018,15000,4,3,0,1,1197.0,81.0,5.0,620000
2018,10000,4,3,1,2,1197.0,83.0,5.0,700000
2012,90000,1,3,1,1,1248.0,74.0,5.0,200000
2017,80000,1,3,1,1,1493.0,70.0,7.0,660000
2015,39000,1,3,1,1,2477.0,175.0,7.0,1700000
2009,60000,1,3,1,2,1396.0,52.0,5.0,90000
2015,28000,1,3,1,2,2179.0,140.0,7.0,1050000
2010,90000,4,3,1,2,1196.0,70.0,5.0,160000
2006,80000,4,3,1,3,1799.0,130.0,5.0,150000
2010,35000,4,3,1,1,998.0,67.0,5.0,200000
2011,185000,1,3,1,2,1364.0,87.0,5.0,365000
2009,110000,4,3,1,2,1172.0,67.0,5.0,140000
2016,100000,1,3,1,1,1248.0,91.0,5.0,360000
2008,110000,4,3,1,2,1497.0,78.0,5.0,200000
2010,100000,1,3,1,2,1896.0,106.0,5.0,250000
2008,110000,1,3,1,2,1896.0,106.0,5.0,229999
2011,130000,1,3,1,2,1399.0,68.0,5.0,320000
2018,27000,4,3,1,1,1591.0,121.0,5.0,1200000
2018,9000,4,3,0,1,1197.0,83.0,5.0,740000
2013,40000,1,3,1,1,1396.0,88.0,5.0,345000
2019,19000,4,3,0,2,1197.0,81.0,5.0,570000
2019,10000,4,3,1,1,1197.0,81.0,5.0,490000
2013,100000,1,3,1,1,1396.0,70.0,5.0,250000
2017,20000,4,3,0,1,998.0,67.0,5.0,430000
2014,35000,4,3,1,1,814.0,55.0,5.0,225000
2018,15000,1,3,1,2,2498.0,105.0,6.0,850000
2018,15000,4,3,0,1,1197.0,81.0,5.0,620000
2014,70000,1,3,1,2,1396.0,88.0,5.0,440000
2016,70000,1,3,1,1,1248.0,88.0,5.0,800000
2018,10000,4,3,1,2,1197.0,83.0,5.0,700000
2016,47000,1,3,1,1,1248.0,74.0,5.0,600000
2012,90000,1,3,1,1,1248.0,74.0,5.0,200000
2017,80000,1,3,1,1,1493.0,70.0,7.0,660000
2015,39000,1,3,1,1,2477.0,175.0,7.0,1700000
2015,53000,1,3,1,1,1120.0,70.0,5.0,450000
2013,105000,1,3,1,2,1248.0,74.0,5.0,420000
2011,121941,1,2,1,1,2494.0,102.0,8.0,500000
2016,15000,4,3,1,1,1199.0,84.0,5.0,350000
2014,100000,1,3,1,1,2489.0,95.0,8.0,280000
2013,152186,1,2,1,2,1461.0,83.0,5.0,425000
2013,82246,4,2,1,1,1197.0,78.0,5.0,295000
2016,20000,4,3,1,1,1197.0,81.0,5.0,540000
2017,40000,1,3,1,1,1248.0,74.0,5.0,754000
2011,89580,1,2,1,2,2494.0,102.0,8.0,650000
2011,250000,1,3,1,2,2494.0,102.0,7.0,550000
2011,250000,1,3,1,2,2494.0,102.0,7.0,550000
2019,2789,4,2,1,1,1196.0,86.0,5.0,675000
2018,35278,1,2,1,1,1499.0,98.0,5.0,700000
2018,2860,1,2,1,1,1499.0,98.0,5.0,795000
2010,200000,1,3,1,1,2494.0,102.0,7.0,515000
2018,20000,4,3,1,1,1198.0,82.0,6.0,450000
2008,60000,4,3,1,3,1086.0,66.0,5.0,155000
2011,100000,1,3,1,2,1364.0,67.0,5.0,350000
2011,78562,1,2,1,1,1399.0,68.0,5.0,250000
2011,96000,1,3,1,4,1582.0,126.0,5.0,450000
2011,96000,1,3,1,4,1582.0,126.0,5.0,450000
2003,36088,4,3,1,1,796.0,37.0,4.0,55599
2014,50000,1,3,1,1,1396.0,88.0,5.0,420000
2018,40000,1,3,1,1,1248.0,88.0,5.0,750000
2020,10000,4,3,1,1,1198.0,67.0,5.0,450000
2008,60000,1,3,1,2,1248.0,75.0,5.0,175000
2019,10000,4,3,1,1,1197.0,81.0,5.0,650000
2018,10000,1,3,1,1,1248.0,88.0,7.0,1050000
2011,35000,1,3,1,2,1582.0,126.0,5.0,375000
2014,80000,1,3,1,1,2199.0,194.0,7.0,1100000
2019,28000,1,3,1,1,2179.0,152.0,7.0,1550000
2017,35000,1,3,1,1,1498.0,99.0,5.0,620000
2017,32000,1,3,1,1,1956.0,170.0,5.0,1511000
2003,40000,4,3,1,1,998.0,67.0,5.0,135000
2011,35000,1,3,1,2,1582.0,126.0,5.0,375000
2019,10000,4,3,1,1,799.0,53.0,5.0,320000
2019,25000,1,3,0,2,2179.0,152.0,7.0,1650000
2016,50000,4,3,1,1,998.0,67.0,5.0,320000
2012,129000,1,3,1,1,1248.0,73.0,5.0,400000
2015,100000,1,3,0,2,2179.0,140.0,7.0,900000
2018,30000,4,3,1,1,796.0,47.0,5.0,310000
2018,28000,4,3,1,2,1198.0,108.0,5.0,595000
2017,60000,1,3,1,1,1248.0,88.0,5.0,800000
2013,70000,4,3,1,1,1598.0,86.0,5.0,350000
2013,110000,1,3,1,1,1405.0,70.0,5.0,275000
2019,10000,4,3,1,1,1196.0,73.0,5.0,420000
2008,110000,1,3,1,2,1493.0,110.0,5.0,250000
2007,100000,1,3,1,2,1248.0,75.0,5.0,250000
2008,120000,1,3,1,2,2179.0,120.0,8.0,290000
2016,60000,4,3,0,1,1197.0,82.0,5.0,525000
2008,110000,1,3,1,3,2609.0,120.0,7.0,250000
2017,10000,4,3,1,1,998.0,67.0,5.0,430000
2017,35000,4,3,1,1,1197.0,83.0,5.0,630000
2018,23000,4,3,1,1,1199.0,84.0,5.0,550000
2019,15000,1,3,1,2,1248.0,74.0,5.0,630000
2018,20000,1,3,1,1,2179.0,120.0,9.0,850000
2011,90000,1,3,1,1,2523.0,63.0,7.0,455000
2011,90000,1,3,1,1,2523.0,63.0,7.0,445000
2013,80000,1,3,1,1,1396.0,88.0,5.0,370000
2016,50000,4,3,1,1,1197.0,82.0,5.0,500000
2012,185000,1,3,1,2,1405.0,70.0,5.0,140000
2019,40000,4,3,1,1,1197.0,81.0,5.0,550000
2017,30000,4,3,1,1,999.0,67.0,5.0,300000
2011,120000,1,3,1,1,1396.0,69.0,5.0,150000
2011,500000,4,3,1,2,998.0,67.0,5.0,229999
2017,46000,1,3,1,1,2179.0,120.0,7.0,880000
2011,120000,1,3,1,1,2982.0,171.0,7.0,900000
2015,80000,1,3,1,1,2523.0,75.0,9.0,720000
2016,90000,1,3,1,2,1396.0,88.0,5.0,550000
2015,90000,1,3,1,1,2523.0,75.0,9.0,720000
2016,70000,1,3,1,1,1248.0,74.0,5.0,535000
2015,91000,1,3,1,3,1120.0,71.0,5.0,320000
2015,90000,1,3,1,1,1396.0,88.0,5.0,500000
2014,110000,1,3,1,2,1248.0,88.0,7.0,525000
2019,90000,4,3,1,1,999.0,67.0,5.0,220000
2018,50000,4,3,1,1,1199.0,84.0,5.0,350000
2016,60000,1,3,1,1,1493.0,100.0,7.0,530000
2013,35000,4,3,1,1,796.0,47.0,5.0,215000
2012,100000,1,3,1,1,1598.0,103.0,5.0,335000
2015,90000,1,3,1,2,1120.0,71.0,5.0,320000
2011,120000,1,3,1,2,1399.0,68.0,5.0,135000
2009,95000,4,3,1,2,998.0,66.0,5.0,175000
2017,35000,1,3,1,1,2523.0,62.0,7.0,800000
2007,38000,4,3,1,2,1193.0,65.0,5.0,78000
2014,56000,4,3,1,2,1497.0,117.0,5.0,565000
2017,50000,1,3,1,1,1396.0,88.0,5.0,575000
2014,70000,4,3,1,2,814.0,55.0,5.0,170000
2014,30000,4,3,1,1,796.0,47.0,5.0,250999
2015,188000,1,3,1,1,2179.0,140.0,7.0,950000
2014,60000,4,3,1,1,1497.0,117.0,5.0,650000
2013,133000,1,3,1,1,2179.0,138.0,7.0,550000
2010,160000,1,3,1,1,2494.0,102.0,7.0,650000
2013,150000,1,3,1,2,2179.0,140.0,7.0,800000
2020,30000,4,3,1,1,796.0,47.0,5.0,250999
2013,60000,4,3,1,2,796.0,47.0,5.0,170000
2013,30000,1,3,1,1,1396.0,69.0,5.0,250000
2014,80000,4,3,1,1,1399.0,98.0,7.0,312000
2014,20000,4,3,1,1,796.0,47.0,5.0,250000
2013,80000,4,3,1,1,814.0,55.0,5.0,200000
2016,73000,1,3,1,1,2523.0,75.0,7.0,670000
2017,50000,4,3,1,1,814.0,55.0,5.0,270000
2012,200000,1,3,1,1,2523.0,62.0,7.0,360000
2018,46000,1,3,1,1,1248.0,74.0,5.0,630000
2003,36088,4,3,1,1,796.0,37.0,4.0,55599
2018,50000,1,3,1,1,909.0,45.0,8.0,400000
2014,50000,1,3,1,1,1396.0,88.0,5.0,420000
2018,25000,4,3,1,1,1373.0,91.0,5.0,764000
2019,30000,1,3,1,1,2523.0,62.0,7.0,710000
2018,30000,1,3,1,1,2179.0,153.0,7.0,1575000
2018,13000,1,3,1,1,2200.0,139.0,7.0,1050000
2019,15000,4,3,1,1,1462.0,103.0,6.0,1000000
2017,44000,1,2,1,1,1248.0,88.0,5.0,650000
2015,63000,1,3,1,1,1498.0,98.0,5.0,600000
2016,110000,1,3,1,1,1493.0,100.0,7.0,509999
